 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,8443,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0,0,7698.685301,355.323937,4221.5,5965.859913,8440,3,8443,4221.5,5965.859913,8440,3,0,0,0,0,0,0,0,0,0,60,0,355.323937,0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0,60,0,0,0,0,0,0,3,65,0,0,63712,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
443,199359,7,11,969,5517,549,0,138.4285714,203.5156482,1460,0,501.5454545,646.6047268,32534.27234,90.28937745,11727,15681.24802,47065,2,170152,28358.66667,27524.56785,77137,383,170856,17085.6,24565.97624,75309,3,0,0,0,0,152,228,35.11253568,55.17684178,0,1460,341.3684211,533.1529081,284252.0234,0,0,0,1,0,0,0,0,1,360.3333333,138.4285714,501.5454545,152,0,0,0,0,0,0,7,969,11,5517,8192,5331,6,20,0,0,0,0,0,0,0,0,BENIGN
443,5685962,9,7,485,5052,214,0,53.88888889,85.14171193,2920,0,721.7142857,1107.536412,973.8017947,2.813947754,379064.1333,1419493.735,5509899,3,5685962,710745.25,1939325.248,5509899,3,97381,16230.16667,16099.92316,34498,250,0,0,0,0,192,148,1.582845612,1.231102142,0,2920,325.7058824,761.848801,580413.5956,0,0,0,1,0,0,0,0,0,346.0625,53.88888889,721.7142857,192,0,0,0,0,0,0,9,485,7,5052,8192,4782,8,20,176060,0,176060,176060,5509899,0,5509899,5509899,BENIGN
443,5086770,8,7,370,3103,189,0,46.25,71.30367652,1580,0,443.2857143,736.5027075,682.7515299,2.948826072,363340.7143,1325114.82,4967043,3,5086770,726681.4286,1869899.049,4967043,3,84085,14014.16667,20424.61091,44651,14,0,0,0,0,172,148,1.572707239,1.376118834,0,1580,217.0625,511.7927274,261931.7958,0,0,0,1,0,0,0,0,0,231.5333333,46.25,443.2857143,172,0,0,0,0,0,0,8,370,7,3103,8192,4695,7,20,0,0,0,0,0,0,0,0,BENIGN
443,16094650,11,10,1735,3677,1353,0,157.7272727,401.2139307,1580,0,367.7,631.9296814,336.2608072,1.304781403,804732.5,2522808.472,9950333,4,16100000,1609465,3470368.677,9950333,4,10200000,1128347.667,3340259.429,10000000,239,0,0,0,0,232,208,0.683456925,0.621324477,0,1580,246,511.6769814,261813.3333,0,0,0,1,0,0,0,0,0,257.7142857,157.7272727,367.7,232,0,0,0,0,0,0,11,1735,10,3677,8192,6048,10,20,120004,120392.0006,205134,34874,7927319,2860973.836,9950333,5904305,BENIGN
443,5750226,9,6,376,4875,189,0,41.77777778,68.03450922,1689,2,812.5,802.6939018,913.1814993,2.608593123,410730.4286,1491621.829,5592872,3,5750226,718778.25,1969637.444,5592872,3,74762,14952.4,19427.30327,39242,49,0,0,0,0,192,124,1.565155874,1.043437249,0,1689,328.1875,606.1875638,367463.3625,0,0,0,1,0,0,0,0,0,350.0666667,41.77777778,812.5,192,0,0,0,0,0,0,9,376,6,4875,8192,30016,8,20,157306,0,157306,157306,5592872,0,5592872,5592872,BENIGN
443,10116615,10,9,2616,5873,2265,0,261.6,706.9254558,1689,2,652.5555556,730.9740267,839.1146643,1.878098554,562034.1667,2355317.189,9999526,3,10100000,1124068.333,3328340.592,9999526,3,10100000,1260555.375,3531966.393,10000000,50,0,0,0,0,212,184,0.988472923,0.889625631,0,2265,424.45,713.9926636,509785.5237,0,0,0,1,0,0,0,0,0,446.7894737,261.6,652.5555556,212,0,0,0,0,0,0,10,2616,9,5873,8192,35040,9,20,114863,0,114863,114863,9999526,0,9999526,9999526,BENIGN
443,5963794,9,6,380,4875,193,0,42.22222222,69.12086837,1689,2,812.5,802.6939018,881.1504891,2.515177419,425985.2857,1542738.406,5785731,3,5963794,745474.25,2036761.28,5785731,3,95758,19151.6,26303.4614,58414,77,0,0,0,0,192,124,1.509106451,1.006070968,0,1689,328.4375,606.1271559,367390.1292,0,0,0,1,0,0,0,0,0,350.3333333,42.22222222,812.5,192,0,0,0,0,0,0,9,380,6,4875,8192,30016,8,20,178059,0,178059,178059,5785731,0,5785731,5785731,BENIGN
443,5963761,8,6,374,4875,193,0,46.75,72.45244746,1689,2,812.5,802.6939018,880.1492883,2.347511914,458750.8462,1599397.946,5781556,48,5963761,851965.8571,2173921.532,5781556,48,99722,19944.4,25803.29355,58533,49,0,0,0,0,172,124,1.341435379,1.006076535,0,1689,349.9333333,621.0564118,385711.0667,0,0,0,1,0,0,0,0,0,374.9285714,46.75,812.5,172,0,0,0,0,0,0,8,374,6,4875,8192,30016,7,20,182157,0,182157,182157,5781556,0,5781556,5781556,BENIGN
443,10290385,11,14,2809,11961,2448,0,255.3636364,729.9838728,1689,2,854.3571429,730.5530684,1435.320447,2.429452348,428766.0417,2027932.414,9948710,3,341672,34167.2,39092.62687,128486,4,10300000,789091.4615,2767292.462,9998128,3,0,0,0,0,232,284,1.068959033,1.360493315,0,2448,568.0769231,769.7467596,592510.0738,0,0,0,1,0,0,0,0,1,590.8,255.3636364,854.3571429,232,0,0,0,0,0,0,11,2809,14,11961,8192,35040,10,20,341672,0,341672,341672,9948710,0,9948710,9948710,BENIGN
443,10296305,12,13,2815,9201,2448,0,234.5833333,699.7249405,1460,2,707.7692308,714.3564883,1167.020596,2.428055501,429012.7083,2027987.758,9949217,7,10300000,936027.0909,2989571.608,9949217,159,10300000,855340.1667,2880061.469,9999646,48,0,0,0,0,252,264,1.165466641,1.262588861,0,2448,462.1538462,724.6716052,525148.9354,0,0,0,1,0,0,0,0,1,480.64,234.5833333,707.7692308,252,0,0,0,0,0,0,12,2815,13,9201,8192,35040,11,20,346922,0,346922,346922,9949217,0,9949217,9949217,BENIGN
443,10284518,10,14,2802,12007,2447,0,280.2,764.2010788,1689,2,857.6428571,732.3429847,1439.931361,2.333604745,447152.9565,2071497.331,9948801,1,335713,37301.44444,43830.63418,127763,216,10300000,788633.3077,2767701.478,9998667,4,0,0,0,0,212,284,0.97233531,1.361269434,0,2447,592.36,778.3221741,605785.4067,0,0,0,1,0,0,0,0,1,617.0416667,280.2,857.6428571,212,0,0,0,0,0,0,10,2802,14,12007,8192,35040,9,20,335713,0,335713,335713,9948801,0,9948801,9948801,BENIGN
443,14935078,16,24,14877,20590,5840,0,929.8125,1621.213464,2920,2,857.9166667,835.7943848,2374.744879,2.678258527,382950.7179,1656278.071,9998729,19,4936134,329075.6,773142.4666,2948497,19,14900000,647944.3478,2138536.008,9998837,76,0,0,0,0,332,484,1.071303411,1.606955116,0,5840,865.0487805,1186.468899,1407708.448,0,0,0,1,0,0,0,0,1,886.675,929.8125,857.9166667,332,0,0,0,0,0,0,16,14877,24,20590,8192,64240,15,20,4936134,0,4936134,4936134,9998729,0,9998729,9998729,BENIGN
80,116996741,27,20,3117,5578,429,0,115.4444444,189.0391358,796,0,278.9,389.3073336,74.31830943,0.401720592,2543407.413,4259625.705,10000000,112,117000000,4498967.538,4868524.267,10000000,11662,117000000,6156436.947,4725504.085,10000000,469,0,0,0,0,552,544,0.230775659,0.170944933,0,796,181.1458333,297.1229411,88282.04211,0,0,0,1,0,0,0,0,0,185,115.4444444,278.9,552,0,0,0,0,0,0,27,3117,20,5578,8192,300,26,20,639436.5455,2042403.57,6797515,23440,9994486.727,24549.51023,10000000,9921018,BENIGN
80,118340455,32,23,4416,7966,429,0,138,199.3342144,796,0,346.3478261,403.2362953,104.6303227,0.464760762,2191489.907,4010169.266,10000000,108,118000000,3816675.452,4707599.197,10000000,11675,118000000,5377998.409,4811497.059,10000000,676,0,0,0,0,652,604,0.270406261,0.1943545,0,796,221.1071429,314.4869807,98902.06104,0,0,0,1,0,0,0,0,0,225.1272727,138,346.3478261,652,0,0,0,0,0,0,32,4416,23,7966,8192,307,31,20,773553.2727,2487270.502,8272956,23496,9982532.091,64403.91614,10000000,9788554,BENIGN
443,97563,19,16,864,17236,202,0,45.47368421,69.0172027,3008,0,1077.25,1021.618879,185521.1504,358.7425561,2869.5,7104.009987,23272,1,97563,5420.166667,9750.888613,27339,3,73495,4899.666667,12018.41218,42596,3,0,0,0,0,392,332,194.745959,163.9965971,0,3008,502.7777778,849.332683,721366.0063,0,0,0,1,0,0,0,0,0,517.1428571,45.47368421,1077.25,392,0,0,0,0,0,0,19,864,16,17236,8192,292,18,20,0,0,0,0,0,0,0,0,BENIGN
443,119156438,56,63,2381,79698,224,0,42.51785714,57.63111252,3082,0,1265.047619,1151.549285,688.8339512,0.998687121,1009800.322,7618568.607,58900000,1,119000000,2166480.691,11100000,58900000,37,119000000,1920621.081,10500000,58900000,1,0,0,0,0,1132,1272,0.46997041,0.528716711,0,3082,683.9916667,1033.800198,1068742.849,0,0,0,1,0,0,0,0,1,689.7394958,42.51785714,1265.047619,1132,0,0,0,0,0,0,56,2381,63,79698,8192,292,55,20,758267.5,968830.3354,1443334,73201,58800000,136683.0337,58900000,58700000,BENIGN
53,96303,4,2,148,202,37,37,37,0,101,101,101,0,3634.362377,62.30335504,19260.6,29233.76507,66033,3,30267,10089,17429.64116,30215,4,3,3,0,3,3,0,0,0,0,128,64,41.53557002,20.76778501,37,101,55.28571429,31.22880233,975.2380952,0,0,0,0,0,0,0,0,0,64.5,37,101,128,0,0,0,0,0,0,4,148,2,202,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
53,178,2,2,104,136,52,52,52,0,68,68,68,0,1348314.607,22471.91011,59.33333333,63.40609855,128,3,3,3,0,3,3,47,47,0,47,47,0,0,0,0,64,64,11235.95506,11235.95506,52,68,58.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,73,52,68,64,0,0,0,0,0,0,2,104,2,136,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23994,2,2,68,100,34,34,34,0,50,50,50,0,7001.750438,166.7083438,7998,13847.74621,23988,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,64,83.35417188,83.35417188,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34,50,40,0,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8080,9000242,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333324371,4500121,2121716.323,6000401,2999841,9000242,4500121,2121716.323,6000401,2999841,0,0,0,0,0,0,0,0,0,92,0,0.333324371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,2999841,0,2999841,2999841,6000401,0,6000401,6000401,BENIGN
443,130,2,0,12,0,6,6,6,0,0,0,0,0,92307.69231,15384.61538,130,0,130,130,130,130,0,130,130,0,0,0,0,0,0,0,0,0,40,0,15384.61538,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63016,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,9000067,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333330852,4500033.5,2120445.652,5999415,3000652,9000067,4500033.5,2120445.652,5999415,3000652,0,0,0,0,0,0,0,0,0,92,0,0.333330852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3000652,0,3000652,3000652,5999415,0,5999415,5999415,BENIGN
443,118116179,24,20,1065,7577,235,0,44.375,70.96956635,2836,0,378.85,759.2936659,73.16525198,0.37251459,2746887.884,12500000,58900000,1,118000000,5135486.043,16900000,58900000,1,118000000,6215463.895,18500000,59000000,1,0,0,0,0,788,648,0.203189776,0.169324814,0,2836,192.0444444,529.3222921,280182.0889,0,0,0,1,0,0,0,0,0,196.4090909,44.375,378.85,788,0,0,0,0,0,0,24,1065,20,7577,29200,365,10,32,245188.5,255471.3161,425834,64543,58800000,191295.7188,58900000,58700000,BENIGN
443,81453,11,9,496,6473,192,0,45.09090909,75.1724079,1418,0,719.2222222,677.1245782,85558.54296,245.540373,4287,8232.412411,22151,4,81453,8145.3,10531.85008,23755,17,58959,7369.875,13327.49935,34316,4,0,0,0,0,360,296,135.0472051,110.4931678,0,1418,331.8571429,551.8001709,304483.4286,0,0,0,1,0,0,0,0,0,348.45,45.09090909,719.2222222,360,0,0,0,0,0,0,11,496,9,6473,29200,340,4,32,0,0,0,0,0,0,0,0,BENIGN
443,56007,3,2,18,0,6,6,6,0,0,0,0,0,321.3883979,89.27455497,14001.75,27866.24071,55801,1,206,103,144.2497834,205,1,55851,55851,0,55851,55851,0,0,0,0,60,64,53.56473298,35.70982199,0,6,4,3.098386677,9.6,1,0,0,0,0,0,0,0,0,4.8,6,0,60,0,0,0,0,0,0,3,18,2,0,0,349,2,20,0,0,0,0,0,0,0,0,BENIGN
443,234745,12,8,525,4227,192,0,43.75,68.88082594,1418,0,528.375,631.5330412,20243.24267,85.19883278,12355,17685.38556,60549,3,234745,21340.45455,23352.26088,63788,17,130147,18592.42857,24240.40359,56369,4,0,0,0,0,404,264,51.11929967,34.07953311,0,1418,226.2857143,448.6161101,201256.4143,0,0,0,1,0,0,0,0,0,237.6,43.75,528.375,404,0,0,0,0,0,0,12,525,8,4227,29200,340,5,32,0,0,0,0,0,0,0,0,BENIGN
443,117658382,15,13,585,4365,199,0,39,64.18722614,1418,0,335.7692308,545.4535046,42.0709508,0.237977095,4357717.852,15600000,58900000,3,118000000,8404170.143,21300000,58900000,231,118000000,9803006.417,22800000,59000000,3,0,0,0,0,500,424,0.12748773,0.110489366,0,1418,170.6896552,390.578701,152551.7217,0,0,0,1,0,0,0,0,0,176.7857143,39,335.7692308,500,0,0,0,0,0,0,15,585,13,4365,29200,349,6,32,204825,198473.5598,345167,64483,58600000,457967.6063,58900000,58300000,BENIGN
443,118664031,36,34,2276,14415,464,0,63.22222222,126.9479333,1418,0,423.9705882,570.6801092,140.6576185,0.589900743,1719768.565,9880953.601,58900000,1,119000000,3390400.886,13800000,58900000,1,119000000,3595211.333,14200000,59000000,3,0,0,0,0,1172,1096,0.303377525,0.286523218,0,1418,235.084507,441.4745987,194899.8213,0,0,0,1,0,0,0,0,0,238.4428571,63.22222222,423.9705882,1172,0,0,0,0,0,0,36,2276,34,14415,29200,382,13,32,830733,1084782.413,1597790,63676,58500000,633273.5195,58900000,58000000,BENIGN
443,287520,13,10,525,4265,192,0,40.38461538,67.05537321,1418,0,426.5,597.0018146,16659.71063,79.99443517,13069.09091,22143.80156,94909,4,287520,23960,28785.90831,94909,4,236211,26245.66667,39306.06049,117227,4,0,0,0,0,436,328,45.21424597,34.7801892,0,1418,199.5833333,424.5651398,180255.558,0,0,0,1,0,0,0,0,0,208.2608696,40.38461538,426.5,436,0,0,0,0,0,0,13,525,10,4265,29200,349,5,32,0,0,0,0,0,0,0,0,BENIGN
443,118013386,12,12,580,4291,194,0,48.33333333,67.7540114,1418,0,357.5833333,563.5626058,41.27497876,0.20336676,5131016.783,17000000,58900000,1,118000000,10700000,23800000,58900000,108,118000000,10700000,23800000,59000000,1,0,0,0,0,392,392,0.10168338,0.10168338,0,1418,194.84,416.2073482,173228.5567,0,0,0,1,0,0,0,0,1,202.9583333,48.33333333,357.5833333,392,0,0,0,0,0,0,12,580,12,4291,29200,349,6,32,123535.5,84897.36147,183567,63504,58900000,93837.3125,58900000,58800000,BENIGN
443,117991638,14,12,580,4291,194,0,41.42857143,64.74888094,1418,0,357.5833333,563.5626058,41.28258648,0.220354598,4719665.52,16300000,59000000,2,118000000,9076279.846,22100000,59000000,31,118000000,10700000,23800000,59000000,181,0,0,0,0,456,392,0.118652476,0.101702122,0,1418,180.4074074,403.2457982,162607.1738,0,0,0,1,0,0,0,0,0,187.3461538,41.42857143,357.5833333,456,0,0,0,0,0,0,14,580,12,4291,29200,349,6,32,113978.5,129733.5883,205714,22243,58900000,153745.5203,59000000,58800000,BENIGN
443,118387512,18,17,907,4828,270,0,50.38888889,81.25206885,1418,0,284,512.6719224,48.44260939,0.29563929,3481985.647,14100000,58900000,1,118000000,6963971.294,19500000,58900000,20,118000000,7396909.5,20100000,59000000,1,0,0,0,0,596,552,0.152043063,0.143596227,0,1418,159.3055556,371.1291511,137736.8468,0,0,0,1,0,0,0,0,0,163.8571429,50.38888889,284,596,0,0,0,0,0,0,18,907,17,4828,29200,357,8,32,299111.5,310481.3952,518655,79568,58900000,64906.74566,58900000,58800000,BENIGN
443,117355500,15,13,592,4609,206,0,39.46666667,65.4466704,1418,0,354.5384615,571.0130786,44.31833191,0.238591289,4346500,15600000,58900000,3,117000000,8382535.714,21200000,58900000,168,117000000,9776537.25,22800000,59000000,3,0,0,0,0,500,424,0.127816762,0.110774527,0,1418,179.3448276,409.5858776,167760.5911,0,0,0,1,0,0,0,0,0,185.75,39.46666667,354.5384615,500,0,0,0,0,0,0,15,592,13,4609,29200,349,6,32,223742.5,202451.0354,366897,80588,58400000,686437.3429,58900000,58000000,BENIGN
443,140828,10,7,496,4498,192,0,49.6,77.65479165,1418,0,642.5714286,694.2419984,35461.69796,120.7146306,8801.75,13250.05681,36903,4,140828,15647.55556,15142.95496,37485,47,100544,16757.33333,26140.0931,57875,4,0,0,0,0,328,232,71.00860624,49.70602437,0,1418,277.4444444,513.0895143,263260.8497,0,0,0,1,0,0,0,0,0,293.7647059,49.6,642.5714286,328,0,0,0,0,0,0,10,496,7,4498,29200,340,4,32,0,0,0,0,0,0,0,0,BENIGN
443,118065339,12,12,578,4627,192,0,48.16666667,67.36445425,1418,0,385.5833333,603.1071755,44.08575831,0.203277272,5133275.609,17000000,58900000,1,118000000,10700000,23800000,58900000,138,118000000,10700000,23800000,59000000,1,0,0,0,0,392,392,0.101638636,0.101638636,0,1418,208.2,446.2478758,199137.1667,0,0,0,1,0,0,0,0,1,216.875,48.16666667,385.5833333,392,0,0,0,0,0,0,12,578,12,4627,29200,349,6,32,157775.5,110572.4087,235962,79589,58900000,92462.69692,58900000,58800000,BENIGN
443,119729311,116,185,4550,209419,564,0,39.22413793,103.6468155,2836,0,1131.994595,557.0629355,1787.10625,2.514004278,399097.7033,4801335.392,58900000,0,120000000,1041124.443,7737456.953,59000000,48,120000000,650500.8152,6129966.098,59000000,2,0,0,0,0,3720,5928,0.968852147,1.545152131,0,2836,708.5066225,691.6092157,478323.3073,0,0,0,1,0,0,0,0,1,710.8604651,39.22413793,1131.994595,3720,0,0,0,0,0,0,116,4550,185,209419,29200,441,26,32,937669,1213755.861,1795924,79414,58900000,19994.85845,58900000,58900000,BENIGN
443,118040511,23,23,2478,6525,1172,0,107.7391304,268.7997256,1418,0,283.6956522,450.7687812,76.2704255,0.38969672,2623122.467,12200000,58900000,1,118000000,5365477.773,17300000,58900000,3,118000000,5363824.545,17300000,59000000,1,0,0,0,0,756,744,0.19484836,0.19484836,0,1418,191.5531915,374.55323,140290.1221,0,0,0,1,0,0,0,0,1,195.7173913,107.7391304,283.6956522,756,0,0,0,0,0,0,23,2478,23,6525,29200,388,10,32,319639,339387.2133,559622,79656,58700000,338878.8036,58900000,58400000,BENIGN
