 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,5883793,6,0,36,0,6,6,6,0,0,0,0,0,6.118502129,1.019750355,1176758.6,2630196.472,5881797,1,5883793,1176758.6,2630196.472,5881797,1,0,0,0,0,0,0,0,0,0,120,0,1.019750355,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1996,0,1996,1996,5881797,0,5881797,5881797,DDoS
80,245529,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,47379.33197,32.58270917,35075.57143,92347.66213,244500,3,678,339,395.9797975,619,59,245452,61363,122091.7582,244500,3,0,0,0,0,72,112,12.21851594,20.36419323,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5883986,6,0,36,0,6,6,6,0,0,0,0,0,6.118301437,1.019716906,1176797.2,2630837.317,5882982,1,5883986,1176797.2,2630837.317,5882982,1,0,0,0,0,0,0,0,0,0,120,0,1.019716906,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1004,0,1004,1004,5882982,0,5882982,5882982,DDoS
80,5882888,5,0,30,0,6,6,6,0,0,0,0,0,5.099536146,0.849922691,1470722,2940780.704,5881893,1,5882888,1470722,2940780.704,5881893,1,0,0,0,0,0,0,0,0,0,100,0,0.849922691,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,995,0,995,995,5881893,0,5881893,5881893,DDoS
80,5880885,5,0,30,0,6,6,6,0,0,0,0,0,5.101273023,0.85021217,1470221.25,2939779.87,5879891,1,5880885,1470221.25,2939779.87,5879891,1,0,0,0,0,0,0,0,0,0,100,0,0.85021217,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,994,0,994,994,5879891,0,5879891,5879891,DDoS
80,5880082,5,0,30,0,6,6,6,0,0,0,0,0,5.101969666,0.850328278,1470020.5,2939371.704,5879078,0,5880082,1470020.5,2939371.704,5879078,0,0,0,0,0,0,0,0,0,0,100,0,0.850328278,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1004,0,1004,1004,5879078,0,5879078,5879078,DDoS
80,5879007,5,0,30,0,6,6,6,0,0,0,0,0,5.102902582,0.850483764,1469751.75,2938826.872,5877992,3,5879007,1469751.75,2938826.872,5877992,3,0,0,0,0,0,0,0,0,0,100,0,0.850483764,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1015,0,1015,1015,5877992,0,5877992,5877992,DDoS
80,5887813,5,0,30,0,6,6,6,0,0,0,0,0,5.095270519,0.849211753,1471953.25,2943288.532,5886886,1,5887813,1471953.25,2943288.532,5886886,1,0,0,0,0,0,0,0,0,0,100,0,0.849211753,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,927,0,927,927,5886886,0,5886886,5886886,DDoS
80,5866864,5,0,30,0,6,6,6,0,0,0,0,0,5.113464365,0.852244061,1466716,2926105.457,5855869,3,5866864,1466716,2926105.457,5855869,3,0,0,0,0,0,0,0,0,0,100,0,0.852244061,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,10995,0,10995,10995,5855869,0,5855869,5855869,DDoS
80,177804,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,65425.97467,50.61753391,22225.5,62427.45011,176725,17,715,357.5,427.7996026,660,55,177688,35537.6,78926.64188,176725,17,0,0,0,0,72,132,16.8725113,33.74502261,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,177755,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,65444.01001,45.00576636,25393.57143,66735.05039,176734,4,728,364,322.4406922,592,136,177675,44418.75,88210.80042,176734,4,0,0,0,0,72,112,16.87716239,28.12860398,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,177716,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,65458.37178,39.38868757,29619.33333,72152.32024,176899,6,679,339.5,409.4148263,629,50,177668,59222.66667,101911.397,176899,6,0,0,0,0,72,92,16.8808661,22.50782147,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,652284,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17834.25624,12.2645964,93183.42857,246128.8277,651351,3,635,317.5,444.7701654,632,3,652175,163043.75,325538.2703,651351,4,0,0,0,0,72,112,4.599223651,7.665372752,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5392099,5,0,30,0,6,6,6,0,0,0,0,0,5.563696067,0.927282678,1348024.75,2695466.175,5391224,3,5392099,1348024.75,2695466.175,5391224,3,0,0,0,0,0,0,0,0,0,100,0,0.927282678,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,875,0,875,875,5391224,0,5391224,5391224,DDoS
80,1026489,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,11332.80532,8.767751043,128311.125,362516.673,1025494,3,625,312.5,416.4858941,607,18,1026437,205287.4,458509.5115,1025494,3,0,0,0,0,72,132,2.922583681,5.845167362,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5017893,5,0,30,0,6,6,6,0,0,0,0,0,5.978604964,0.996434161,1254473.25,2507602.545,5015877,3,5017893,1254473.25,2507602.545,5015877,3,0,0,0,0,0,0,0,0,0,100,0,0.996434161,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2016,0,2016,2016,5015877,0,5015877,5015877,DDoS
80,1026516,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11332.50724,8.767520428,128314.5,362514.492,1025492,18,707,353.5,361.3315652,609,98,1026442,205288.4,458507.8312,1025492,18,0,0,0,0,72,132,2.922506809,5.845013619,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5016874,6,0,36,0,6,6,6,0,0,0,0,0,7.175783167,1.195963861,1003374.8,2243067.58,5015896,1,5016874,1003374.8,2243067.58,5015896,1,0,0,0,0,0,0,0,0,0,120,0,1.195963861,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,978,0,978,978,5015896,0,5015896,5015896,DDoS
80,1026470,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,11333.01509,6.819488149,171078.3333,418702.9277,1025752,4,652,326,390.3229432,602,50,1026426,342142,592023.7199,1025752,4,0,0,0,0,72,92,2.922637778,3.896850371,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5015890,6,0,36,0,6,6,6,0,0,0,0,0,7.177190887,1.196198481,1003178,2242610.754,5014882,1,5015890,1003178,2242610.754,5014882,1,0,0,0,0,0,0,0,0,0,120,0,1.196198481,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,1008,0,1008,1008,5014882,0,5014882,5014882,DDoS
80,855092,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,13597.3673,8.186253643,142515.3333,332899.1231,821558,65,32754,16377,21966.97926,31910,844,855027,285009,464941.9835,821558,690,0,0,0,0,72,92,3.508394418,4.677859225,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5015895,5,0,30,0,6,6,6,0,0,0,0,0,5.980986444,0.996831074,1253973.75,2503290.206,5008907,3,5015895,1253973.75,2503290.206,5008907,3,0,0,0,0,0,0,0,0,0,100,0,0.996831074,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6988,0,6988,6988,5008907,0,5008907,5008907,DDoS
80,854998,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,13598.86222,8.187153654,142499.6667,332895.433,821535,59,32870,16435,21856.67061,31890,980,854932,284977.3333,464953.641,821535,534,0,0,0,0,72,92,3.508780137,4.678373517,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5015894,5,0,30,0,6,6,6,0,0,0,0,0,5.980987637,0.996831273,1253973.5,2504608.911,5010886,3,5015894,1253973.5,2504608.911,5010886,3,0,0,0,0,0,0,0,0,0,100,0,0.996831273,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5008,0,5008,5008,5010886,0,5010886,5010886,DDoS
80,854903,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,13600.37338,8.188063441,142483.8333,332948.2098,821603,50,32943,16471.5,22638.0236,32479,464,854837,284945.6667,465044.9829,821603,307,0,0,0,0,72,92,3.509170046,4.678893395,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5012929,5,0,30,0,6,6,6,0,0,0,0,0,5.984525215,0.997420869,1253232.25,2504440.242,5009892,1,5012929,1253232.25,2504440.242,5009892,1,0,0,0,0,0,0,0,0,0,100,0,0.997420869,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3037,0,3037,3037,5009892,0,5009892,5009892,DDoS
80,854901,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,13600.40519,9.357808682,122128.7143,308580.3718,821413,98,32889,16444.5,22038.39705,32028,861,854792,213698,405435.1866,821413,189,0,0,0,0,72,112,3.509178256,5.848630426,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,5013893,5,0,30,0,6,6,6,0,0,0,0,0,5.983374595,0.997229099,1253473.25,2504276.543,5009887,1,5013893,1253473.25,2504276.543,5009887,1,0,0,0,0,0,0,0,0,0,100,0,0.997229099,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4006,0,4006,4006,5009887,0,5009887,5009887,DDoS
80,854993,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,13598.94175,8.187201533,142498.8333,332943.924,821626,49,32975,16487.5,22087.89452,32106,869,854881,284960.3333,465051.3018,821626,343,0,0,0,0,72,92,3.508800657,4.678400876,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
